id,name,category,price,isOfferApplied,discountPercentage,priceAfterDiscount
,socks,Home Decor,2740,FALSE,24.37,2571.91
,belt,Sports Equipment,1162.05,TRUE,75.23,3513.37
,scarf,Books,427.68,FALSE,56.5,4177.71
,gloves,Toys,1486.64,FALSE,90.78,750.92
,shoes,Sports Equipment,3944.09,FALSE,51.04,3903.84
,gloves,Home Decor,886.82,TRUE,49.4,2518.76
,shirt,Home Decor,4221.94,TRUE,20.99,3946.8
,jacket,Home Decor,1174.26,TRUE,94.98,789.91
,pants,Sports Equipment,2465.46,TRUE,1.28,4470.89
,shoes,Toys,3336.57,TRUE,62.77,311.15
,shoes,Toys,3579.46,TRUE,90.35,34.56
,scarf,Sports Equipment,1521.87,FALSE,59.63,4734.68
,shirt,Toys,3921.27,TRUE,64.06,873.21
,pants,Sports Equipment,1201.74,TRUE,40.01,4273.44
,gloves,Home Decor,1286.79,FALSE,91.16,3159.8
,pants,Electronics,29.58,FALSE,37.25,3772.52
,pants,Clothing,3738.35,FALSE,1.31,4974.32
,hat,Books,4029.07,FALSE,93.81,3548.24
,hat,Books,1562.11,FALSE,62.18,930.72
,gloves,Electronics,4716.37,TRUE,17.13,659.24
,hat,Home Decor,4594.87,FALSE,27.89,4660.09
,shirt,Clothing,1249.57,TRUE,2.58,4493.96
,gloves,Books,4907.65,FALSE,89.28,3756.81
,watch,Sports Equipment,2903.36,FALSE,56.37,3274.84
,jacket,Clothing,4936.23,TRUE,73.21,1026.72
,jacket,Sports Equipment,447.91,FALSE,32,4290.32
,socks,Sports Equipment,1813.22,TRUE,9.67,2557.72
,belt,Electronics,3484.42,TRUE,26.34,1364.63
,jacket,Home Decor,3186.81,TRUE,12.29,3529.03
,pants,Electronics,512.58,TRUE,80.35,3014.2
,jacket,Clothing,716.71,TRUE,91.97,346.39
,shoes,Home Decor,1617.93,TRUE,96.81,10.42
,jacket,Sports Equipment,4226.63,TRUE,28.13,2944.45
,scarf,Clothing,897.62,FALSE,47.78,1818.54
,watch,Home Decor,4092.08,TRUE,22.78,115.73
,hat,Toys,4863.44,TRUE,58.87,2368.08
,watch,Home Decor,4713.69,TRUE,40.81,4172.57
,shoes,Clothing,4365.23,TRUE,51.71,2633.14
,gloves,Books,1889.34,FALSE,36.9,1455.11
,pants,Toys,2417.08,FALSE,47.41,2235.65
,belt,Books,2282.85,TRUE,63.21,1723.25
,socks,Home Decor,2456.18,TRUE,76.59,3242.22
,jacket,Electronics,4956.76,FALSE,31.72,2016.94
,shirt,Electronics,4528.59,TRUE,27.27,209.99
,pants,Electronics,1286.49,FALSE,85.15,938.96
,pants,Books,3365.74,FALSE,15.49,4013.73
,watch,Home Decor,2571.08,TRUE,8.86,3613.55
,shirt,Toys,1575.22,TRUE,41.41,1358
,gloves,Home Decor,501.31,TRUE,28.77,864.41
,hat,Sports Equipment,3378.7,FALSE,74.85,2293.84
,watch,Clothing,4205.39,TRUE,65.19,3051.83
,socks,Sports Equipment,2481.75,FALSE,89.33,3531.35
,belt,Electronics,192.09,TRUE,18.48,3783.81
,jacket,Clothing,1310.2,FALSE,56.88,875.8
,belt,Books,2492.88,FALSE,33.5,506.85
,belt,Clothing,3000.65,TRUE,3.3,4675.85
,watch,Clothing,4904.37,FALSE,45.75,1009.05
,scarf,Electronics,3813.03,FALSE,27.82,2527.58
,jacket,Electronics,1655.05,TRUE,1.07,212.89
,hat,Home Decor,114.19,TRUE,24.16,1334.2
,socks,Sports Equipment,4501.25,TRUE,12.99,1457.07
,shirt,Toys,2318.2,FALSE,24.26,509.21
,pants,Electronics,2666.81,FALSE,11.24,3952.9
,scarf,Books,2174.01,FALSE,11.3,1892.92
,shirt,Electronics,4379.52,TRUE,32.72,4884.8
,belt,Sports Equipment,4298.51,TRUE,85.79,864.84
,hat,Clothing,2181.22,FALSE,54.91,3608.73
,jacket,Home Decor,1661.28,FALSE,57.8,4070.17
,belt,Books,2934.87,FALSE,23.18,1078.45
,hat,Home Decor,2274.47,TRUE,57.88,472.84
,pants,Home Decor,3619.07,TRUE,65.69,1850.48
,pants,Toys,1342.49,TRUE,50.65,1430.45
,socks,Books,734.88,FALSE,93.34,3264.01
,socks,Sports Equipment,4543.71,FALSE,26.2,1567.58
,scarf,Toys,1418.82,TRUE,29.87,3061.03
,jacket,Home Decor,167.63,TRUE,41.1,3252.3
,shirt,Books,568.95,FALSE,60.85,48.03
,pants,Toys,4314.13,TRUE,28.23,1023.82
,hat,Clothing,4291.48,TRUE,43.5,2406.32
,pants,Home Decor,337.98,FALSE,37.27,488.68
,shoes,Sports Equipment,2633.68,FALSE,24.26,4580.64
,pants,Books,4374.48,TRUE,74.82,139.7
,gloves,Books,1812.12,TRUE,80.47,510.56
,gloves,Electronics,4015.07,TRUE,2.96,3801.87
,pants,Electronics,2956.64,FALSE,24.81,1957.06
,gloves,Home Decor,4963.06,TRUE,9.78,4747.97
,watch,Electronics,1988.83,FALSE,33.77,2027.12
,gloves,Sports Equipment,600.96,FALSE,8.86,4256.2
,jacket,Sports Equipment,4785.78,TRUE,97.1,1346.45
,hat,Home Decor,2497.69,TRUE,38.56,3456.32
,watch,Clothing,2047.5,TRUE,97.97,3984.51
,watch,Clothing,1202.86,FALSE,36.46,3458.31
,shoes,Electronics,4238.65,TRUE,8.59,2432.84
,shoes,Books,4402.09,TRUE,69.35,2327.2
,belt,Clothing,3329.36,FALSE,83.49,693.17
,shirt,Toys,538.14,TRUE,77.62,3617.88
,shoes,Home Decor,1286.29,TRUE,44.63,1091.66
,shirt,Clothing,781.9,TRUE,1.8,4714.84
,hat,Books,341.57,TRUE,89.09,1909.56
,pants,Sports Equipment,1937.23,TRUE,32.47,2219.06
,watch,Toys,2492.11,FALSE,24.09,338.7
,shirt,Home Decor,3868.49,TRUE,18.56,364.05
,hat,Books,4053.41,TRUE,42.73,1089.66
,watch,Toys,1584.15,FALSE,67.34,4753.36
,watch,Clothing,2773.61,FALSE,38.85,1494.78
,shirt,Books,2196.54,TRUE,82.19,3392.96
,gloves,Clothing,3152.42,FALSE,45.35,3712.31
,jacket,Sports Equipment,3177.95,FALSE,86.23,1927.97
,pants,Sports Equipment,3509.02,FALSE,75.99,916.28
,scarf,Clothing,2036.33,FALSE,74.5,558.14
,pants,Home Decor,2814.52,FALSE,11.24,2782
,pants,Home Decor,2398.03,TRUE,73.02,4221.92
,belt,Books,4692.25,FALSE,40.18,1181.69
,socks,Sports Equipment,1339.33,FALSE,86.56,556.08
,belt,Books,4414.58,FALSE,55.95,411.23
,scarf,Books,3614.61,TRUE,84.43,3855.43
,shoes,Sports Equipment,4034.31,TRUE,13.15,3520.33
,shoes,Electronics,1384.66,FALSE,3.97,4147.57
,belt,Home Decor,3177.67,FALSE,8.69,3462.33
,jacket,Home Decor,2629.55,TRUE,37.46,2045.05
,jacket,Toys,2070.42,FALSE,18.58,866.22
,shirt,Sports Equipment,1396.83,TRUE,35.74,174.64
,socks,Clothing,141.57,FALSE,51.23,89.35
,hat,Home Decor,2614.97,TRUE,36.15,4065.93
,scarf,Sports Equipment,3738.65,FALSE,58.13,3675.32
,gloves,Toys,2949.98,TRUE,38.38,491.15
,socks,Electronics,434.43,TRUE,66.88,4335.61
,pants,Sports Equipment,864.22,TRUE,49.36,1315
,scarf,Toys,1871.67,FALSE,61.66,1405.97
,jacket,Sports Equipment,2365.79,FALSE,0.49,4212.25
,shoes,Books,4172.84,FALSE,77.98,369.88
,pants,Sports Equipment,2248.99,TRUE,79.85,4057.26
,socks,Home Decor,1262.34,FALSE,31.5,2510.54
,hat,Sports Equipment,2886.93,FALSE,33.98,4882.15
,hat,Books,2657.46,TRUE,96.63,1353.1
,gloves,Electronics,1649.06,TRUE,80.89,4228.14
,jacket,Toys,3744.45,FALSE,16.04,892.32
,pants,Clothing,1746.54,TRUE,71.9,1851.01
,belt,Home Decor,4644.16,FALSE,11.26,1529.8
,socks,Clothing,3575.92,FALSE,44.99,4079.92
,jacket,Home Decor,2818.02,FALSE,5.05,603.91
,gloves,Home Decor,2994.44,TRUE,73.61,773.31
,hat,Home Decor,2385.11,TRUE,82.47,4457.8
,pants,Clothing,4880.91,FALSE,4.41,1115.96
,watch,Electronics,3835.41,TRUE,13.53,1846.2
,belt,Clothing,436.92,FALSE,18.14,3252.78
,jacket,Toys,2008.43,FALSE,39.45,156.8
,hat,Home Decor,582.36,FALSE,67,3804.21
,watch,Home Decor,3166.6,TRUE,8.1,4325.64
,shoes,Sports Equipment,2093.95,FALSE,86.76,3705.3
,belt,Toys,4261.38,FALSE,87.84,911.99
,belt,Clothing,715.28,FALSE,8.56,1295.21
,jacket,Electronics,2266.21,FALSE,81.98,4134.91
,jacket,Home Decor,2808.65,FALSE,84.06,3890.28
,watch,Electronics,4756.94,FALSE,19.13,3397.06
,shoes,Books,3722.79,FALSE,64.02,3525.45
,shirt,Electronics,2174.58,TRUE,15.62,779.89
,pants,Books,4147.76,FALSE,68.05,4409.99
,watch,Electronics,3070.96,FALSE,65.74,1479.22
,shoes,Electronics,3896.73,FALSE,45.68,2552.46
,watch,Clothing,1297.37,FALSE,93.7,3091.89
,scarf,Clothing,1547.45,FALSE,12.99,2428.13
,socks,Sports Equipment,383.66,FALSE,79.17,1929.43
,socks,Sports Equipment,4306.15,TRUE,40.39,11.52
,scarf,Clothing,2915.01,TRUE,44.47,158.52
,watch,Clothing,2050.86,FALSE,87.37,2804.07
,scarf,Books,3737.46,FALSE,59.31,3405.32
,shirt,Electronics,837.36,FALSE,4.13,3873.74
,socks,Books,4208.48,FALSE,52.82,3372.92
,shirt,Books,1217.32,FALSE,25.25,1890.73
,hat,Clothing,2605.99,TRUE,54.38,110.7
,belt,Clothing,1585.35,FALSE,67.34,3641.86
,scarf,Clothing,537.31,TRUE,18.97,699.4
,hat,Sports Equipment,315.76,FALSE,64.36,2539.43
,pants,Home Decor,3036.37,TRUE,99.13,1868.3
,jacket,Books,4600.07,TRUE,67.79,4895.19
,scarf,Books,1461.15,FALSE,63.3,1518.82
,belt,Home Decor,3260.09,FALSE,56.92,3311.38
,pants,Clothing,1197.16,TRUE,7.66,3186.11
,gloves,Sports Equipment,3630.48,TRUE,54.06,433.71
,watch,Clothing,3168.15,TRUE,52.21,3649.81
,jacket,Home Decor,1601.3,TRUE,6.56,2100.71
,belt,Toys,2946,FALSE,37.87,3075.51
,hat,Sports Equipment,830.32,FALSE,4.01,3018.16
,jacket,Home Decor,1731.58,TRUE,11.81,1492.53
,jacket,Toys,1026.82,FALSE,59.74,4193.7
,shirt,Clothing,2524.4,FALSE,83.47,1861.44
,pants,Electronics,1087.05,FALSE,61.25,457.95
,pants,Clothing,4547.47,TRUE,40.35,3254.53
,pants,Clothing,2007,FALSE,31.8,2752.91
,shoes,Home Decor,1431.97,TRUE,6.62,1817.91
,shirt,Home Decor,2053.78,FALSE,13.02,441.91
,pants,Books,4753.79,FALSE,6.43,2136.28
,scarf,Clothing,3113.23,TRUE,17.13,816.04
,shoes,Clothing,4951.33,TRUE,80.99,2479.7
,jacket,Electronics,4485.69,FALSE,23.26,756.2
,belt,Toys,602.22,TRUE,38.11,252.52
,pants,Clothing,1272.18,FALSE,54.22,3398.68
,jacket,Home Decor,3301.87,FALSE,72.67,1031.22
,hat,Toys,1745.71,TRUE,11.56,1540.88
,gloves,Home Decor,3691.18,TRUE,6.06,824
,belt,Toys,3150.33,FALSE,29.52,1535.48
,hat,Home Decor,619.5,TRUE,34.2,1420.95
,jacket,Books,250.1,TRUE,23.44,3044.64
,scarf,Electronics,3600.65,TRUE,34.62,3361.09
,shoes,Clothing,3794.12,FALSE,45.11,2134.61
,scarf,Clothing,450.91,FALSE,52.01,2768.67
,hat,Electronics,4732.98,FALSE,77.39,2617.22
,scarf,Electronics,359.16,TRUE,0.14,1651.43
,shoes,Electronics,1247.03,FALSE,75.34,4625.9
,scarf,Books,1951.06,FALSE,90.95,2190.59
,jacket,Toys,4757.21,TRUE,46.26,1323.85
,belt,Books,2002.14,TRUE,26.49,3280.28
,hat,Sports Equipment,1886.51,FALSE,43.55,932.67
,pants,Sports Equipment,1125.76,TRUE,47.77,3536.59
,shoes,Clothing,540.64,TRUE,44.34,3212.28
,hat,Books,2436.38,TRUE,34.84,4202.57
,watch,Home Decor,1207.72,FALSE,65.81,934.38
,belt,Sports Equipment,3416.58,TRUE,19.6,412.97
,jacket,Toys,437.74,TRUE,66.18,2053.79
,belt,Clothing,4232.83,TRUE,43.21,1700.99
,scarf,Books,4719.51,TRUE,25.49,994.74
,hat,Books,61.32,TRUE,46.64,1255.43
,shirt,Home Decor,2594.33,TRUE,35.41,1383.94
,shoes,Sports Equipment,3329.1,FALSE,97.03,1789.69
,pants,Electronics,2708.92,FALSE,19.5,1287.17
,gloves,Toys,1165.26,FALSE,95.05,4985.77
,jacket,Clothing,4942.02,TRUE,23.57,99.3
,hat,Toys,3214.6,FALSE,33.06,4509.88
,jacket,Clothing,4407.66,TRUE,89.61,2374.05
,shirt,Home Decor,3441.5,TRUE,50.01,19.44
,pants,Books,2447.13,TRUE,94.2,3678.76
,shoes,Books,679.28,FALSE,58.63,435.36
,watch,Sports Equipment,2719.28,FALSE,94.41,3926.14
,watch,Toys,1653.98,TRUE,40.52,1674.15
,scarf,Home Decor,830.25,TRUE,39.95,334.07
,belt,Books,1264.17,FALSE,50.98,1116.26
,pants,Electronics,3945.97,FALSE,97.96,4668.92
,hat,Clothing,455.75,TRUE,76.42,892.72
,scarf,Books,2950.02,TRUE,13.12,3541.72
,scarf,Electronics,4851.91,TRUE,28.64,1757.79
,watch,Sports Equipment,4183.39,FALSE,95.42,4223.5
,gloves,Clothing,3011.53,TRUE,62.15,379.97
,pants,Clothing,2027.58,TRUE,65.56,4666.48
,shoes,Electronics,4214.03,TRUE,37.79,2301.65
,shirt,Clothing,3491.95,FALSE,56.22,3223.92
,shirt,Books,1791.13,FALSE,36.77,3584.1
,hat,Electronics,4656.98,TRUE,23.83,4898.08
,shoes,Sports Equipment,2028.2,FALSE,29.45,95.87
,belt,Books,73.74,TRUE,26.21,3450.91
,hat,Toys,1739.7,TRUE,42.62,4987.95
,belt,Clothing,3035.92,FALSE,55.91,174.38
,shirt,Books,3100.23,FALSE,31.7,2688.03
,hat,Home Decor,3356.07,TRUE,10.32,4796.25
,belt,Home Decor,4358.67,TRUE,20.73,2168.51
,gloves,Clothing,2618.33,TRUE,24.16,1615.62
,watch,Electronics,2679.99,TRUE,78.47,1983.65
,belt,Sports Equipment,261.79,TRUE,46.14,2752.7
,belt,Electronics,3151.35,FALSE,67.09,1651.4
,gloves,Home Decor,2810.67,TRUE,28.53,1123.97
,jacket,Electronics,3635.65,TRUE,95.66,4508.95
,socks,Toys,4437.89,FALSE,28.01,2407.7
,gloves,Electronics,1999.65,TRUE,99.61,1239.43
,scarf,Home Decor,3815.41,TRUE,85.06,4275.78
,belt,Sports Equipment,4570.44,TRUE,33.94,3144.68
,hat,Clothing,3651.84,FALSE,4.69,2973.87
,jacket,Clothing,2080.11,TRUE,52.44,466.34
,hat,Toys,456.49,FALSE,79.61,3623.31
,gloves,Toys,1815.43,FALSE,74.88,849.49
,shoes,Toys,113.42,TRUE,29.92,1391.23
,pants,Clothing,3138.21,TRUE,52.41,987.17
,belt,Home Decor,253.64,TRUE,26.03,3398.05
,watch,Home Decor,3464.11,FALSE,21.05,1575.03
,watch,Sports Equipment,1323.62,FALSE,48.44,2319.43
,pants,Electronics,3007.71,TRUE,55.31,3169.32
,scarf,Sports Equipment,626.81,FALSE,16.41,4376.59
,shirt,Toys,931.73,TRUE,26.64,1118.22
,pants,Electronics,3576.18,FALSE,65.87,2185.02
,scarf,Toys,4500.23,TRUE,18.69,2946.95
,jacket,Books,4601.98,TRUE,76,831.83
,scarf,Clothing,766.05,FALSE,24.76,2165.49
,scarf,Clothing,3064.71,FALSE,74,1315.33
,watch,Electronics,240.15,FALSE,28.65,4263.71
,scarf,Sports Equipment,1187.35,FALSE,49.75,4819.49
,pants,Home Decor,4558.88,TRUE,87.24,331.07
,gloves,Sports Equipment,1539.52,FALSE,38.6,1155.64
,shirt,Electronics,509.51,TRUE,38.19,752.96
,shirt,Toys,2329.61,TRUE,99.67,3852.03
,pants,Electronics,1560.04,FALSE,0.7,1618.5
,pants,Toys,283.62,TRUE,11.61,2997.1
,scarf,Sports Equipment,3616.31,TRUE,12.37,4722.25
,socks,Electronics,235.2,TRUE,1.29,842.44
,pants,Books,4472.51,FALSE,95.39,2899.18
,gloves,Home Decor,272.16,FALSE,91.53,3442.23
,hat,Books,4381.17,FALSE,7.83,4204.55
,gloves,Clothing,560.77,TRUE,21.77,1793.66
,socks,Sports Equipment,46.02,FALSE,21.59,4340.09
,watch,Toys,424.27,TRUE,77.88,4647.15
,scarf,Toys,2845.51,TRUE,87.35,1220.55
,watch,Electronics,2809.8,TRUE,44,4598.43
,hat,Sports Equipment,4986.63,FALSE,48.84,4760.34
,belt,Toys,4666.9,FALSE,69.47,62.82
,jacket,Home Decor,4790.51,FALSE,6.58,4010.81
,belt,Clothing,2643.31,FALSE,35.93,1466.01
,hat,Sports Equipment,1247.56,TRUE,7.17,1912.58
,watch,Sports Equipment,2514.93,TRUE,58.36,2896.57
,socks,Clothing,3654.17,FALSE,61.08,3467.59
,jacket,Toys,4445.79,FALSE,96.04,4883.49
,shirt,Sports Equipment,4268.7,FALSE,90.17,808.46
,socks,Sports Equipment,4898.79,FALSE,31.92,2372.95
,shirt,Home Decor,1000.66,FALSE,10.87,3131.89
,jacket,Electronics,3758.69,FALSE,13.37,1925.72
,belt,Sports Equipment,1388.35,FALSE,7.83,2230.51
,watch,Home Decor,2049.33,TRUE,89.1,3316.33
,jacket,Clothing,401.24,TRUE,11.4,4733.81
,socks,Sports Equipment,2831.45,TRUE,15.47,4992.86
,gloves,Home Decor,3043.16,FALSE,64.86,2061.82
,socks,Home Decor,2325.34,FALSE,69.46,3790.4
,jacket,Clothing,1193.02,TRUE,77.17,3553.8
,hat,Home Decor,3777.34,FALSE,91.24,4973.58
,socks,Books,3433.24,TRUE,40.33,3846.43
,socks,Home Decor,1542.86,TRUE,57.85,435.93
,gloves,Books,2700.86,TRUE,61.54,3273.44
,belt,Electronics,4956.1,FALSE,29.98,4030.27
,gloves,Sports Equipment,3495.85,FALSE,93.57,3754.54
,watch,Toys,4146.98,FALSE,88.59,1024.28
,hat,Electronics,4453.79,FALSE,44.53,4505.64
,gloves,Toys,3304.94,TRUE,27.9,3223.21
,watch,Toys,2754.64,FALSE,62.31,4701.43
,hat,Electronics,3998.64,TRUE,75.81,2324.63
,shirt,Home Decor,623.09,FALSE,74.98,3669.14
,watch,Books,3374.14,TRUE,26.73,3309.02
,pants,Electronics,3234.89,TRUE,41.46,3996.5
,shoes,Toys,4547.01,TRUE,53.93,1750.95
,pants,Books,1308.27,TRUE,41.49,1313.82
,pants,Electronics,2449.57,FALSE,16.05,95.76
,pants,Books,3218.61,FALSE,73.9,1018.82
,pants,Clothing,374.09,FALSE,60.16,2621.4
,scarf,Home Decor,4485.34,FALSE,3.52,1808.42
,scarf,Books,307.21,TRUE,16.56,1029
,scarf,Sports Equipment,4961.12,FALSE,35.64,4424.12
,gloves,Clothing,4942.06,FALSE,6.04,4010.25
,scarf,Clothing,4002.14,TRUE,27.27,2280.9
,watch,Books,1566.95,TRUE,89.18,4048.88
,scarf,Clothing,2528.99,TRUE,36.87,2365.98
,jacket,Sports Equipment,4055.7,TRUE,28.76,474.87
,watch,Home Decor,868.34,FALSE,48.59,1821.56
,hat,Toys,521.63,TRUE,83.92,4370.52
,shoes,Sports Equipment,3157.87,TRUE,84.99,1346.77
,scarf,Clothing,1617.26,TRUE,86.3,1403.45
,belt,Electronics,2263.57,FALSE,91.74,2930.81
,hat,Toys,1288.69,FALSE,1.79,3783.68
,shoes,Electronics,2018.61,TRUE,19.84,957.82
,watch,Toys,534.71,FALSE,27.89,4237.63
,watch,Clothing,1916.71,TRUE,83.2,4818.87
,jacket,Home Decor,3531.36,TRUE,10.04,2719.03
,jacket,Sports Equipment,3214.48,TRUE,42.31,2509.84
,pants,Electronics,154.13,FALSE,4.5,2551.91
,hat,Clothing,4682.84,TRUE,62.08,2992.88
,jacket,Home Decor,3172.57,FALSE,0.36,3209
,scarf,Electronics,4015.02,TRUE,75.84,4837.85
,scarf,Toys,1163.58,FALSE,54.42,1937.8
,socks,Electronics,1255.07,FALSE,39.06,2405.8
,hat,Books,1368.58,TRUE,47.2,0.56
,socks,Sports Equipment,4928.84,TRUE,58.74,4473.29
,shoes,Clothing,1788.41,TRUE,20.35,4513.01
,watch,Sports Equipment,3251.54,FALSE,70.63,3773.05
,watch,Toys,2222.71,FALSE,52.35,4636.77
,jacket,Books,4869.56,TRUE,24.18,561.28
,shoes,Electronics,3899.96,FALSE,49.41,2362.41
,jacket,Toys,2573.93,FALSE,64.11,670.76
,socks,Home Decor,17.68,FALSE,37.7,2957.15
,shirt,Books,4323.62,TRUE,10.8,2831.58
,hat,Electronics,962.01,FALSE,10.16,4791.42
,shirt,Electronics,4109.81,TRUE,52.04,2672.37
,watch,Sports Equipment,4163.59,FALSE,88.81,1619.24
,scarf,Home Decor,2418.27,FALSE,69.35,304.19
,hat,Sports Equipment,3133.52,FALSE,41.82,3685.52
,gloves,Books,4810.83,FALSE,15.74,398.25
,hat,Books,384.08,TRUE,76.9,436.03
,watch,Sports Equipment,3108.77,TRUE,80.93,3484.16
,pants,Sports Equipment,2680.85,FALSE,72.71,1524.52
,jacket,Books,4310,TRUE,48.03,4640.16
,gloves,Toys,1909.93,TRUE,75.46,817.96
,shoes,Clothing,4120.72,FALSE,35.39,880.53
,watch,Electronics,843.6,TRUE,31.94,4571.43
,watch,Sports Equipment,4922.37,FALSE,88.02,1131.56
,gloves,Home Decor,3257.97,FALSE,4.85,3814.08
,jacket,Sports Equipment,1058.04,TRUE,30.93,4724.56
,shoes,Toys,1502.08,FALSE,46.46,529.21
,hat,Toys,2507.39,FALSE,63.69,2912.11
,hat,Sports Equipment,3931.04,FALSE,26.47,503.65
,watch,Electronics,4886.06,FALSE,54.48,144.49
,socks,Home Decor,2316.09,TRUE,30.16,2802.77
,belt,Electronics,4414.05,TRUE,4.17,2763.9
,socks,Sports Equipment,2903.97,FALSE,73.93,2401.33
,pants,Electronics,3432.91,FALSE,26.94,3555.36
,jacket,Electronics,2111.06,TRUE,78.25,3733.41
,scarf,Toys,1983.15,TRUE,22.05,1167.78
,watch,Home Decor,2365.65,FALSE,22.79,1926.84
,belt,Books,3942.2,FALSE,99.43,1670.92
,scarf,Clothing,4301.23,FALSE,16.89,3721.48
,belt,Books,3170.99,TRUE,63.62,3460.34
,socks,Clothing,229.49,TRUE,60.19,1436.75
,shoes,Electronics,1070.17,TRUE,81.62,3163.88
,belt,Electronics,4560.82,TRUE,80.1,4665.35
,watch,Toys,2059.67,TRUE,28.49,1355.82
,hat,Electronics,987.18,FALSE,8.5,853.62
,scarf,Sports Equipment,889.58,TRUE,75.23,482.77
,shoes,Sports Equipment,4124.05,FALSE,1.26,4082.74
,scarf,Books,2020.88,TRUE,92.44,129.23
,socks,Home Decor,4721.14,TRUE,83.49,564.55
,belt,Sports Equipment,4832.51,TRUE,50.22,1175.65
,shirt,Sports Equipment,3318.6,TRUE,23.67,4167.41
,shoes,Books,2912.89,TRUE,40.84,4799.77
,socks,Clothing,836.18,FALSE,40.6,3647.67
,shoes,Sports Equipment,3881.75,TRUE,66.61,3555.36
,scarf,Books,262.96,FALSE,48.8,3488.92
,hat,Books,3260.23,TRUE,89.48,3740.9
,jacket,Clothing,370.26,FALSE,64.44,2103.43
,hat,Home Decor,1607,TRUE,67.72,1461.06
,socks,Books,119.6,FALSE,5.52,2779.17
,watch,Home Decor,3117.39,FALSE,0.79,1811.72
,gloves,Electronics,1951.24,FALSE,74.91,2578.83
,scarf,Toys,1091.61,TRUE,97.02,4709.9
,jacket,Sports Equipment,1308.84,FALSE,58.25,3918.7
,belt,Books,4887.7,FALSE,97.58,1416.33
,jacket,Sports Equipment,2738.82,TRUE,2.65,4357.15
,jacket,Home Decor,3203.34,TRUE,87.11,3363.95
,jacket,Electronics,1288.47,TRUE,94.77,2555.86
,pants,Home Decor,982.83,FALSE,96.79,3629.39
,socks,Home Decor,3942.23,TRUE,35.23,2591.88
,shirt,Sports Equipment,3080.34,TRUE,84.14,2940.42
,pants,Sports Equipment,298.94,FALSE,80.74,3648.73
,gloves,Electronics,2567.09,TRUE,71.11,1809.15
,jacket,Books,1909.87,FALSE,34.26,575.07
,gloves,Electronics,87.79,TRUE,99.23,2629.79
,shoes,Home Decor,2741.24,TRUE,3.88,3794.48
,gloves,Toys,2239.27,TRUE,38.42,1576.35
,shoes,Toys,4964.59,TRUE,70.83,2462.27
,belt,Toys,3285.84,TRUE,37.17,2155.87
,scarf,Home Decor,253.83,FALSE,34.12,762.92
,gloves,Clothing,2515.22,TRUE,54.26,3635.99
,watch,Sports Equipment,1501.9,FALSE,60.32,1359.42
,scarf,Books,4309.8,TRUE,43.72,1643.65
,shirt,Home Decor,1956.96,FALSE,16.76,1997.2
,belt,Clothing,4578.03,TRUE,46.35,326.83
,watch,Sports Equipment,4687.84,FALSE,27.02,746.21
,watch,Home Decor,1385.15,FALSE,45.34,1703.72
,pants,Clothing,4735.3,FALSE,10.22,964.14
,socks,Electronics,908.13,FALSE,62.11,4462.2
,shoes,Toys,246.94,TRUE,62.5,543.82
,shoes,Home Decor,4509.43,TRUE,36.84,2197.07
,gloves,Clothing,3385.48,FALSE,35,3525.44
,jacket,Clothing,2408.73,TRUE,17.33,1565.06
,hat,Books,1846.05,FALSE,94.79,1513.5
,shirt,Electronics,1898.86,TRUE,97.65,3852.07
,belt,Clothing,4868.66,TRUE,22.48,2068.73
,jacket,Books,2334.92,FALSE,36.76,868.93
,watch,Electronics,2631.72,TRUE,24.88,2271.49
,shirt,Sports Equipment,37.36,FALSE,42.29,1088.89
,scarf,Books,2962.91,TRUE,40.77,4272.84
,jacket,Toys,3646.68,FALSE,88.88,3928.31
,gloves,Sports Equipment,3764.98,TRUE,86.16,1018.34
,belt,Electronics,798.82,FALSE,98.24,1552.85
,shoes,Clothing,944.61,FALSE,25.09,2368.71
,belt,Electronics,4679.51,TRUE,37.16,28.69
,pants,Toys,305.09,FALSE,5.76,2730.83
,socks,Home Decor,1530.89,TRUE,40.03,896.05
,watch,Clothing,2589.99,FALSE,49.51,3127.28
,jacket,Clothing,2899.78,FALSE,68.92,3043.13
,shirt,Sports Equipment,3491.32,TRUE,88.19,1972.61
,pants,Electronics,2063.6,FALSE,26.78,2418.17
,watch,Electronics,1727.47,TRUE,40.69,1157.63
,gloves,Electronics,646.23,FALSE,75.75,1105.86
,scarf,Sports Equipment,2863.75,TRUE,64.54,1138.26
,pants,Toys,217.46,TRUE,86.82,3649.29
,belt,Toys,4196.96,FALSE,34.57,4634.26
,watch,Toys,3977.76,FALSE,84.88,4257.63
,gloves,Clothing,2579.64,TRUE,71.23,4123.41
,hat,Home Decor,3673.55,FALSE,80.43,1226.63
,socks,Electronics,3498.28,FALSE,53.74,269.1
,shoes,Home Decor,4897.58,FALSE,34.79,3030.8
,pants,Electronics,2413.32,TRUE,72.85,3098.87
,scarf,Books,390.72,FALSE,61.4,3466.85
,gloves,Sports Equipment,513.84,FALSE,26.51,52.91
,hat,Books,2542.03,FALSE,23.53,3065.61
,scarf,Sports Equipment,157.1,TRUE,84.31,2349.52
,shoes,Sports Equipment,3911.32,FALSE,89.79,4504.65
,hat,Books,4076.86,TRUE,76.55,74.21
,belt,Home Decor,476.42,FALSE,72.83,2955.85
,scarf,Clothing,4498.99,TRUE,91.32,1234.98
,pants,Clothing,313.15,TRUE,31.34,1336.72
